Date,Open,High,Low,Close,Adj Close,Volume,Dividends,StockSplits
2023-02-16,172.75,175.85000610351562,171.7899932861328,172.44000244140625,171.49916076660156,25827500,0.0,0.0
2023-02-17,170.22000122070312,173.17999267578125,169.6999969482422,172.8800048828125,171.93673706054688,24171300,0.0,0.0
2023-02-21,174.30999755859375,178.1699981689453,171.8800048828125,172.0800018310547,171.14112854003906,34592600,0.0,0.0
2023-02-22,171.07000732421875,172.75999450683594,169.69000244140625,171.1199951171875,170.18634033203125,22433200,0.0,0.0
2023-02-23,172.0,173.69000244140625,169.3800048828125,172.0399932861328,171.10133361816406,20017800,0.0,0.0
2023-02-24,168.63999938964844,170.72000122070312,167.66000366210938,170.38999938964844,169.4603271484375,19791300,0.0,0.0
2023-02-27,171.8800048828125,173.1199951171875,169.05999755859375,169.5399932861328,168.61495971679688,19277000,0.0,0.0
2023-02-28,171.89999389648438,177.5500030517578,171.8699951171875,174.94000244140625,173.98550415039062,46051100,0.0,0.0
2023-03-01,174.58999633789062,177.85000610351562,173.0500030517578,173.4199981689453,172.47378540039062,30998400,0.0,0.0
2023-03-02,172.3800048828125,175.00999450683594,171.42999267578125,174.52999877929688,173.57774353027344,17352000,0.0,0.0
2023-03-03,178.9199981689453,186.6199951171875,177.0500030517578,185.25,184.2392578125,45877700,0.0,0.0
2023-03-06,188.0,189.66000366210938,184.63999938964844,184.89999389648438,183.89114379882812,33209400,0.0,0.0
2023-03-07,189.0,190.36000061035156,184.00999450683594,184.50999450683594,183.50328063964844,36701500,0.0,0.0
2023-03-08,182.8699951171875,185.25999450683594,181.33999633789062,184.97000122070312,183.96078491210938,19432400,0.0,0.0
2023-03-09,186.35000610351562,188.92999267578125,180.3000030517578,181.69000244140625,180.69866943359375,26582800,0.0,0.0
2023-03-10,181.00999450683594,184.77000427246094,178.8000030517578,179.50999450683594,178.53057861328125,25665000,0.0,0.0
2023-03-13,177.9600067138672,183.77999877929688,174.82000732421875,180.89999389648438,179.91297912597656,24728000,0.0,0.0
2023-03-14,187.5800018310547,194.32000732421875,186.55999755859375,194.02000427246094,192.9613800048828,41642600,0.0,0.0
2023-03-15,192.9499969482422,197.77999877929688,190.83999633789062,197.75,196.6710662841797,42123600,0.0,0.0
2023-03-16,198.25999450683594,205.75999450683594,196.08999633789062,204.92999267578125,203.81187438964844,50447100,0.0,0.0
2023-03-17,200.55999755859375,201.89999389648438,195.42999267578125,195.61000061035156,194.542724609375,50141100,0.0,0.0
2023-03-20,198.47999572753906,199.36000061035156,193.63999938964844,197.80999755859375,196.73074340820312,25186300,0.0,0.0
2023-03-21,203.1999969482422,203.5500030517578,197.9499969482422,202.16000366210938,201.05702209472656,31827000,0.0,0.0
2023-03-22,202.5,207.3699951171875,199.6699981689453,199.80999755859375,198.71981811523438,28477800,0.0,0.0
2023-03-23,202.83999633789062,207.8800048828125,202.14999389648438,204.27999877929688,203.16542053222656,27389700,0.0,0.0
2023-03-24,205.17999267578125,207.5800018310547,203.5500030517578,206.00999450683594,204.88597106933594,27716400,0.0,0.0
2023-03-27,204.80999755859375,205.86000061035156,201.36000061035156,202.83999633789062,201.7332763671875,18527200,0.0,0.0
2023-03-28,200.14999389648438,201.02999877929688,197.89999389648438,200.67999267578125,199.5850372314453,19127300,0.0,0.0
2023-03-29,203.55999755859375,205.72000122070312,202.5399932861328,205.35000610351562,204.22958374023438,18851100,0.0,0.0
2023-03-30,203.3800048828125,208.08999633789062,202.82000732421875,207.83999633789062,206.70599365234375,22608300,0.0,0.0
2023-03-31,207.24000549316406,212.1699981689453,206.77000427246094,211.94000244140625,210.78363037109375,25440300,0.0,0.0
2023-04-03,208.83999633789062,213.49000549316406,208.1999969482422,213.07000732421875,211.90745544433594,17924600,0.0,0.0
2023-04-04,213.38999938964844,216.24000549316406,212.5399932861328,214.72000122070312,213.5484619140625,21026400,0.0,0.0
2023-04-05,214.14999389648438,215.19000244140625,209.94000244140625,211.47999572753906,210.32614135742188,19396600,0.0,0.0
2023-04-06,209.25,216.94000244140625,208.64999389648438,216.10000610351562,214.92091369628906,26104400,0.0,0.0
2023-04-10,214.7100067138672,215.66000366210938,210.66000366210938,214.75,213.57830810546875,16106100,0.0,0.0
2023-04-11,215.47999572753906,216.02000427246094,213.41000366210938,213.85000610351562,212.68321228027344,16710100,0.0,0.0
2023-04-12,214.83999633789062,216.83999633789062,212.5800018310547,214.0,212.83238220214844,18972200,0.0,0.0
2023-04-13,215.72999572753906,221.14999389648438,215.69000244140625,220.35000610351562,219.1477508544922,23310400,0.0,0.0
2023-04-14,217.8800048828125,222.11000061035156,217.5500030517578,221.49000549316406,220.2815399169922,21591200,0.0,0.0
2023-04-17,219.7899932861328,220.97999572753906,217.1300048828125,218.86000061035156,217.66587829589844,15481900,0.0,0.0
2023-04-18,219.91000366210938,220.44000244140625,216.2100067138672,217.88999938964844,216.701171875,12281000,0.0,0.0
2023-04-19,213.47000122070312,217.3300018310547,212.92999267578125,215.6999969482422,214.52310180664062,15898100,0.0,0.0
2023-04-20,213.47999572753906,216.75,212.77000427246094,213.07000732421875,211.90745544433594,16475400,0.0,0.0
2023-04-21,210.2100067138672,213.41000366210938,209.5800018310547,212.88999938964844,211.7284393310547,17717200,0.0,0.0
2023-04-24,213.67999267578125,213.9199981689453,210.7100067138672,212.7899932861328,211.62899780273438,15750900,0.0,0.0
2023-04-25,210.82000732421875,211.25999450683594,207.1300048828125,207.5500030517578,206.41758728027344,19198200,0.0,0.0
2023-04-26,212.5,214.11000061035156,208.8800048828125,209.39999389648438,208.25747680664062,41992700,0.0,0.0
2023-04-27,239.88999938964844,241.69000244140625,236.77000427246094,238.55999755859375,237.2583770751953,71196500,0.0,0.0
2023-04-28,239.00999450683594,240.42999267578125,235.75,240.32000732421875,239.00880432128906,39554000,0.0,0.0
2023-05-01,238.6199951171875,244.0,236.4600067138672,243.17999267578125,241.8531951904297,29143900,0.0,0.0
2023-05-02,243.17999267578125,244.9199981689453,238.99000549316406,239.24000549316406,237.93467712402344,24350100,0.0,0.0
