Date,Open,High,Low,Close,Adj Close,Volume,Dividends,StockSplits,Capital Gains
2023-02-16,375.6600036621094,379.42999267578125,375.0899963378906,375.19000244140625,362.08062744140625,3077500,0.0,0.0,0.0
2023-02-17,373.17999267578125,374.45001220703125,371.32000732421875,374.2200012207031,361.14447021484375,3285300,0.0,0.0,0.0
2023-02-21,370.3999938964844,371.3399963378906,366.4800109863281,366.7900085449219,353.9741516113281,3109200,0.0,0.0,0.0
2023-02-22,367.17999267578125,368.6000061035156,364.8399963378906,366.3299865722656,353.5301513671875,3872000,0.0,0.0,0.0
2023-02-23,369.07000732421875,369.57000732421875,364.1300048828125,368.1700134277344,355.305908203125,2867200,0.0,0.0,0.0
2023-02-24,363.30999755859375,365.0299987792969,361.7300109863281,364.2300109863281,351.5035705566406,4055000,0.0,0.0,0.0
2023-02-27,367.489990234375,368.7699890136719,364.5899963378906,365.489990234375,352.719482421875,3300100,0.0,0.0,0.0
2023-02-28,365.010009765625,366.8599853515625,364.04998779296875,364.1099853515625,351.38775634765625,3022200,0.0,0.0,0.0
2023-03-01,363.3399963378906,364.510009765625,361.45001220703125,362.7799987792969,350.10418701171875,3764700,0.0,0.0,0.0
2023-03-02,360.80999755859375,366.3599853515625,360.5299987792969,365.489990234375,352.719482421875,2727200,0.0,0.0,0.0
2023-03-03,367.2900085449219,371.6700134277344,366.70001220703125,371.2799987792969,358.30718994140625,4913600,0.0,0.0,0.0
2023-03-06,372.260009765625,374.44000244140625,371.29998779296875,371.7300109863281,358.7415466308594,2638300,0.0,0.0,0.0
2023-03-07,371.6300048828125,371.8900146484375,365.3900146484375,365.9800109863281,353.1924743652344,3546100,0.0,0.0,0.0
2023-03-08,366.1099853515625,367.29998779296875,364.44000244140625,366.54998779296875,353.7424621582031,2906300,0.0,0.0,0.0
2023-03-09,367.3500061035156,368.8800048828125,358.8500061035156,359.8399963378906,347.2669372558594,4409600,0.0,0.0,0.0
2023-03-10,359.3299865722656,361.239990234375,353.1400146484375,354.67999267578125,342.2872314453125,8360400,0.0,0.0,0.0
2023-03-13,350.760009765625,358.6700134277344,349.760009765625,354.0799865722656,341.7081604003906,6478700,0.0,0.0,0.0
2023-03-14,358.8800048828125,361.510009765625,355.6300048828125,359.9599914550781,347.3827209472656,4798800,0.0,0.0,0.0
2023-03-15,354.4599914550781,357.8800048828125,352.57000732421875,357.739990234375,345.2403259277344,6610400,0.0,0.0,0.0
2023-03-16,355.5400085449219,364.260009765625,354.989990234375,363.8599853515625,351.1465148925781,5016700,0.0,0.0,0.0
2023-03-17,362.760009765625,363.7900085449219,358.4200134277344,359.8800048828125,347.3055725097656,5189900,0.0,0.0,0.0
2023-03-20,360.4700012207031,363.5799865722656,359.82000732421875,363.1300048828125,350.4419860839844,3099800,0.0,0.0,0.0
2023-03-21,366.4200134277344,368.4100036621094,364.8800048828125,367.8800048828125,355.0260314941406,4117600,0.0,0.0,0.0
2023-03-22,367.7799987792969,371.2200012207031,361.6600036621094,361.7799987792969,349.13916015625,4094800,0.0,0.0,0.0
2023-03-23,364.4800109863281,368.2900085449219,360.1199951171875,362.6400146484375,349.9691467285156,4787200,0.0,0.0,0.0
2023-03-24,359.9800109863281,363.6300048828125,357.7200012207031,363.55999755859375,352.30157470703125,3740400,1.487,0.0,0.0
2023-03-27,365.7300109863281,366.42999267578125,363.3999938964844,364.1600036621094,352.8830261230469,4144800,0.0,0.0,0.0
2023-03-28,363.5400085449219,364.20001220703125,361.67999267578125,363.5199890136719,352.2628173828125,2413700,0.0,0.0,0.0
