Date,Open,High,Low,Close,Adj Close,Volume,Dividends,StockSplits
2025-01-23,442.0,446.75,441.5,446.7099914550781,444.9991149902344,18389300,0.0,0.0
2025-01-24,445.1600036621094,446.6499938964844,441.3999938964844,444.05999755859375,442.3592834472656,15549500,0.0,0.0
2025-01-27,424.010009765625,435.20001220703125,423.5,434.55999755859375,432.8956604003906,35647800,0.0,0.0
2025-01-28,434.6000061035156,448.3800048828125,431.3800048828125,447.20001220703125,445.4872741699219,23491700,0.0,0.0
2025-01-29,446.69000244140625,446.8800048828125,440.3999938964844,442.3299865722656,440.6358947753906,23581400,0.0,0.0
2025-01-30,418.7699890136719,422.8599853515625,413.1600036621094,414.989990234375,413.4006042480469,54586300,0.0,0.0
2025-01-31,418.9800109863281,420.69000244140625,414.9100036621094,415.05999755859375,413.4703674316406,34161900,0.0,0.0
2025-02-03,411.6000061035156,415.4100036621094,408.6600036621094,410.9200134277344,409.3462219238281,25679100,0.0,0.0
2025-02-04,412.69000244140625,413.9200134277344,409.739990234375,412.3699951171875,410.7906494140625,20532100,0.0,0.0
2025-02-05,412.3500061035156,413.8299865722656,410.3999938964844,413.2900085449219,411.7071533203125,16316700,0.0,0.0
2025-02-06,414.0,418.20001220703125,414.0,415.82000732421875,414.2274475097656,16309800,0.0,0.0
2025-02-07,416.4800109863281,418.6499938964844,408.1000061035156,409.75,408.1806945800781,22886800,0.0,0.0
2025-02-10,413.7099914550781,415.4599914550781,410.9200134277344,412.2200012207031,410.6412353515625,20817900,0.0,0.0
2025-02-11,409.6400146484375,412.489990234375,409.29998779296875,411.44000244140625,409.8642272949219,18140600,0.0,0.0
2025-02-12,407.2099914550781,410.75,404.3699951171875,409.0400085449219,407.4734191894531,19121700,0.0,0.0
2025-02-13,407.0,411.0,406.3599853515625,410.5400085449219,408.9676818847656,23891700,0.0,0.0
2025-02-14,407.7900085449219,408.9100036621094,405.8800048828125,408.42999267578125,406.86572265625,22758500,0.0,0.0
2025-02-18,408.0,410.6000061035156,406.5,409.6400146484375,408.0711364746094,21423100,0.0,0.0
2025-02-19,407.8800048828125,415.489990234375,407.6499938964844,414.7699890136719,413.18145751953125,24114200,0.0,0.0
2025-02-20,415.2900085449219,419.30999755859375,412.5400085449219,416.1300048828125,415.3674621582031,23508700,0.83,0.0
2025-02-21,417.3399963378906,418.04998779296875,407.8900146484375,408.2099914550781,407.4619445800781,27524800,0.0,0.0
2025-02-24,408.510009765625,409.3699951171875,399.32000732421875,404.0,403.2596740722656,26443700,0.0,0.0
2025-02-25,401.1000061035156,401.9200134277344,396.70001220703125,397.8999938964844,397.17083740234375,29387400,0.0,0.0
2025-02-26,398.010009765625,403.6000061035156,394.25,399.7300109863281,398.99749755859375,19619000,0.0,0.0
2025-02-27,401.2699890136719,405.739990234375,392.1700134277344,392.5299987792969,391.8106994628906,21127400,0.0,0.0
2025-02-28,392.6600036621094,397.6300048828125,386.57000732421875,396.989990234375,396.26251220703125,32845700,0.0,0.0
2025-03-03,398.82000732421875,398.82000732421875,386.1600036621094,388.489990234375,387.778076171875,23007700,0.0,0.0
2025-03-04,383.3999938964844,392.5799865722656,381.0,388.6099853515625,387.8978576660156,29342900,0.0,0.0
2025-03-05,389.3399963378906,401.6700134277344,388.80999755859375,401.0199890136719,400.2851257324219,23433100,0.0,0.0
2025-03-06,394.2799987792969,402.1499938964844,392.67999267578125,396.8900146484375,396.1627197265625,23304600,0.0,0.0
2025-03-07,392.32000732421875,394.79998779296875,385.5400085449219,393.30999755859375,392.5892639160156,22034100,0.0,0.0
2025-03-10,385.8399963378906,386.3999938964844,377.2200012207031,380.1600036621094,379.46337890625,32840100,0.0,0.0
2025-03-11,379.0,386.0,376.9100036621094,380.45001220703125,379.7528381347656,30380200,0.0,0.0
2025-03-12,382.95001220703125,385.2200012207031,378.95001220703125,383.2699890136719,382.5676574707031,24253600,0.0,0.0
2025-03-13,383.1600036621094,385.32000732421875,377.45001220703125,378.7699890136719,378.0758972167969,20473000,0.0,0.0
2025-03-14,379.7799987792969,390.2300109863281,379.510009765625,388.55999755859375,387.84796142578125,19952800,0.0,0.0
2025-03-17,386.70001220703125,392.7099914550781,385.57000732421875,388.70001220703125,387.98773193359375,22474300,0.0,0.0
2025-03-18,387.07000732421875,387.3699951171875,381.1000061035156,383.5199890136719,382.81719970703125,19486900,0.0,0.0
2025-03-19,385.5299987792969,389.67999267578125,384.0,387.82000732421875,387.1093444824219,19185500,0.0,0.0
2025-03-20,385.739990234375,391.7900085449219,383.2799987792969,386.8399963378906,386.131103515625,18470500,0.0,0.0
2025-03-21,383.2200012207031,391.739990234375,382.79998779296875,391.260009765625,390.54302978515625,39675900,0.0,0.0
2025-03-24,395.3999938964844,395.3999938964844,389.80999755859375,393.0799865722656,392.35968017578125,21004500,0.0,0.0
2025-03-25,393.9200134277344,396.3599853515625,392.6400146484375,395.1600036621094,394.4358825683594,15775000,0.0,0.0
2025-03-26,395.0,395.30999755859375,388.57000732421875,389.9700012207031,389.2554016113281,16108400,0.0,0.0
2025-03-27,390.1300048828125,392.239990234375,387.3999938964844,390.5799865722656,389.8642578125,13766800,0.0,0.0
2025-03-28,388.0799865722656,389.1300048828125,376.92999267578125,378.79998779296875,378.1058349609375,21632000,0.0,0.0
2025-03-31,372.5400085449219,377.07000732421875,367.239990234375,375.3900146484375,374.7021179199219,35184700,0.0,0.0
2025-04-01,374.6499938964844,382.8500061035156,373.2300109863281,382.19000244140625,381.4896545410156,19689500,0.0,0.0
2025-04-02,377.9700012207031,385.0799865722656,376.6199951171875,382.1400146484375,381.43975830078125,16092600,0.0,0.0
2025-04-03,374.7900085449219,377.4800109863281,369.3500061035156,373.1099853515625,372.42626953125,30198000,0.0,0.0
2025-04-04,364.1300048828125,374.5899963378906,359.4800109863281,359.8399963378906,359.18060302734375,49209900,0.0,0.0
2025-04-07,350.8800048828125,371.0,344.7900085449219,357.8599853515625,357.2042236328125,50425000,0.0,0.0
2025-04-08,368.260009765625,373.6499938964844,350.25,354.55999755859375,353.9102783203125,35868900,0.0,0.0
2025-04-09,353.5400085449219,393.2300109863281,353.1000061035156,390.489990234375,389.7744140625,50199700,0.0,0.0
2025-04-10,382.05999755859375,383.8999938964844,367.79998779296875,381.3500061035156,380.65118408203125,38024400,0.0,0.0
2025-04-11,380.6400146484375,390.04998779296875,378.8900146484375,388.45001220703125,387.7381896972656,23839200,0.0,0.0
2025-04-14,393.2200012207031,394.6499938964844,384.2099914550781,387.80999755859375,387.0993347167969,19251200,0.0,0.0
2025-04-15,388.510009765625,391.8900146484375,384.1600036621094,385.7300109863281,385.0231628417969,17199900,0.0,0.0
2025-04-16,380.6700134277344,381.6099853515625,368.0,371.6099853515625,370.92901611328125,21967800,0.0,0.0
2025-04-17,373.75,374.32000732421875,366.8900146484375,367.7799987792969,367.1060485839844,21120200,0.0,0.0
2025-04-21,362.82000732421875,364.4800109863281,355.6700134277344,359.1199951171875,358.4619140625,20807300,0.0,0.0
2025-04-22,363.3800048828125,367.7699890136719,359.8599853515625,366.82000732421875,366.1478271484375,19485000,0.0,0.0
2025-04-23,376.05999755859375,380.3900146484375,373.0199890136719,374.3900146484375,373.7039489746094,20545500,0.0,0.0
2025-04-24,375.70001220703125,388.45001220703125,375.19000244140625,387.29998779296875,386.59027099609375,22232300,0.0,0.0
2025-04-25,387.0,392.1600036621094,384.6000061035156,391.8500061035156,391.1319580078125,18973200,0.0,0.0
2025-04-28,391.9599914550781,392.739990234375,386.6400146484375,391.1600036621094,390.4432067871094,16579400,0.0,0.0
2025-04-29,391.29998779296875,395.1000061035156,390.3800048828125,394.0400085449219,393.31793212890625,14974000,0.0,0.0
2025-04-30,390.29998779296875,396.6600036621094,384.44000244140625,395.260009765625,394.53570556640625,36461100,0.0,0.0
2025-05-01,431.1099853515625,436.989990234375,424.8999938964844,425.3999938964844,424.6204528808594,58938100,0.0,0.0
2025-05-02,431.739990234375,439.44000244140625,429.989990234375,435.2799987792969,434.48236083984375,30757400,0.0,0.0
2025-05-05,432.8699951171875,439.5,432.1099853515625,436.1700134277344,435.3707275390625,20136100,0.0,0.0
2025-05-06,432.20001220703125,437.7300109863281,431.1700134277344,433.30999755859375,432.5159606933594,15104200,0.0,0.0
2025-05-07,433.8399963378906,438.1199951171875,431.1099853515625,433.3500061035156,432.555908203125,23295300,0.0,0.0
2025-05-08,437.92999267578125,443.6700134277344,435.6600036621094,438.1700134277344,437.3670654296875,23491300,0.0,0.0
2025-05-09,440.0,440.739990234375,435.8800048828125,438.7300109863281,437.9260559082031,15324200,0.0,0.0
2025-05-12,445.94000244140625,449.3699951171875,439.7799987792969,449.260009765625,448.4367370605469,22821900,0.0,0.0
2025-05-13,447.7799987792969,450.6700134277344,445.3599853515625,449.1400146484375,448.3169860839844,23618800,0.0,0.0
2025-05-14,448.1400146484375,453.8999938964844,448.1400146484375,452.94000244140625,452.1099853515625,19902800,0.0,0.0
2025-05-15,450.7699890136719,456.19000244140625,450.42999267578125,453.1300048828125,453.1300048828125,21992300,0.83,0.0
2025-05-16,452.04998779296875,454.3599853515625,448.7300109863281,454.2699890136719,454.2699890136719,23849800,0.0,0.0
2025-05-19,450.8800048828125,459.5899963378906,450.79998779296875,458.8699951171875,458.8699951171875,21336500,0.0,0.0
2025-05-20,455.5899963378906,458.3399963378906,454.32000732421875,458.1700134277344,458.1700134277344,15441800,0.0,0.0
2025-05-21,454.57000732421875,457.7799987792969,451.80999755859375,452.57000732421875,452.57000732421875,19216900,0.0,0.0
2025-05-22,454.95001220703125,460.25,453.8999938964844,454.8599853515625,454.8599853515625,18025600,0.0,0.0
2025-05-23,449.9800109863281,453.69000244140625,448.9100036621094,450.17999267578125,450.17999267578125,16883500,0.0,0.0
2025-05-27,456.4800109863281,460.95001220703125,456.1199951171875,460.69000244140625,460.69000244140625,20974300,0.0,0.0
2025-05-28,461.2200012207031,462.5199890136719,456.92999267578125,457.3599853515625,457.3599853515625,17086300,0.0,0.0
2025-05-29,461.54998779296875,461.7200012207031,455.30999755859375,458.67999267578125,458.67999267578125,13974800,0.0,0.0
2025-05-30,459.7200012207031,461.67999267578125,455.5400085449219,460.3599853515625,460.3599853515625,34770500,0.0,0.0
2025-06-02,457.1400146484375,462.1099853515625,456.8900146484375,461.9700012207031,461.9700012207031,16626500,0.0,0.0
2025-06-03,461.4700012207031,464.1400146484375,460.8599853515625,462.9700012207031,462.9700012207031,15743800,0.0,0.0
2025-06-04,464.0,465.69000244140625,463.0199890136719,463.8699951171875,463.8699951171875,14162700,0.0,0.0
2025-06-05,464.9599914550781,469.6499938964844,464.0299987792969,467.67999267578125,467.67999267578125,20131700,0.0,0.0
2025-06-06,470.0899963378906,473.3399963378906,468.7799987792969,470.3800048828125,470.3800048828125,15285600,0.0,0.0
2025-06-09,469.70001220703125,473.42999267578125,468.6199951171875,472.75,472.75,16469900,0.0,0.0
2025-06-10,471.19000244140625,472.79998779296875,466.9599914550781,470.9200134277344,470.9200134277344,15375900,0.0,0.0
2025-06-11,470.0199890136719,475.4700012207031,469.6600036621094,472.6199951171875,472.6199951171875,16399200,0.0,0.0
2025-06-12,475.0199890136719,480.4200134277344,473.5199890136719,478.8699951171875,478.8699951171875,18950600,0.0,0.0
2025-06-13,476.4100036621094,479.17999267578125,472.760009765625,474.9599914550781,474.9599914550781,16814500,0.0,0.0
2025-06-16,475.2099914550781,480.69000244140625,475.0,479.1400146484375,479.1400146484375,15626100,0.0,0.0
2025-06-17,475.3999938964844,478.739990234375,474.0799865722656,478.0400085449219,478.0400085449219,15414100,0.0,0.0
2025-06-18,478.0,481.0,474.4599914550781,480.239990234375,480.239990234375,17526500,0.0,0.0
2025-06-20,482.2300109863281,483.4599914550781,476.8699951171875,477.3999938964844,477.3999938964844,37576200,0.0,0.0
2025-06-23,478.2099914550781,487.75,472.510009765625,486.0,486.0,24864000,0.0,0.0
2025-06-24,488.95001220703125,491.8500061035156,486.79998779296875,490.1099853515625,490.1099853515625,22305600,0.0,0.0
2025-06-25,492.0400085449219,494.55999755859375,489.3900146484375,492.2699890136719,492.2699890136719,17495100,0.0,0.0
2025-06-26,492.9800109863281,498.0400085449219,492.80999755859375,497.45001220703125,497.45001220703125,21578900,0.0,0.0
2025-06-27,497.54998779296875,499.29998779296875,493.0299987792969,495.94000244140625,495.94000244140625,34539200,0.0,0.0
2025-06-30,497.0400085449219,500.760009765625,495.3299865722656,497.4100036621094,497.4100036621094,28369000,0.0,0.0
2025-07-01,496.4700012207031,498.04998779296875,490.9800109863281,492.04998779296875,492.04998779296875,19945400,0.0,0.0
2025-07-02,489.989990234375,493.5,488.70001220703125,491.0899963378906,491.0899963378906,16319600,0.0,0.0
2025-07-03,493.80999755859375,500.1300048828125,493.44000244140625,498.8399963378906,498.8399963378906,13984800,0.0,0.0
2025-07-07,497.3800048828125,498.75,495.2300109863281,497.7200012207031,497.7200012207031,13981600,0.0,0.0
2025-07-08,497.239990234375,498.20001220703125,494.1099853515625,496.6199951171875,496.6199951171875,11846600,0.0,0.0
2025-07-09,500.29998779296875,506.7799987792969,499.739990234375,503.510009765625,503.510009765625,18659500,0.0,0.0
2025-07-10,503.04998779296875,504.44000244140625,497.75,501.4800109863281,501.4800109863281,16492100,0.0,0.0
2025-07-11,498.4700012207031,505.0299987792969,497.79998779296875,503.32000732421875,503.32000732421875,16459500,0.0,0.0
2025-07-14,501.5199890136719,503.9700012207031,501.0299987792969,503.0199890136719,503.0199890136719,12058800,0.0,0.0
2025-07-15,503.0199890136719,508.29998779296875,502.7900085449219,505.82000732421875,505.82000732421875,14927200,0.0,0.0
2025-07-16,505.17999267578125,506.7200012207031,501.8900146484375,505.6199951171875,505.6199951171875,15154400,0.0,0.0
2025-07-17,505.67999267578125,513.3699951171875,505.6199951171875,511.70001220703125,511.70001220703125,17503100,0.0,0.0
2025-07-18,514.47998046875,514.6400146484375,507.42999267578125,510.04998779296875,510.04998779296875,21209700,0.0,0.0
2025-07-21,506.7099914550781,512.0900268554688,505.54998779296875,510.05999755859375,510.05999755859375,14066800,0.0,0.0
2025-07-22,510.9700012207031,511.20001220703125,505.2699890136719,505.2699890136719,505.2699890136719,13868600,0.0,0.0
2025-07-23,506.75,506.7900085449219,500.70001220703125,505.8699951171875,505.8699951171875,16396600,0.0,0.0
2025-07-24,508.7699890136719,513.6699829101562,507.29998779296875,510.8800048828125,510.8800048828125,16107000,0.0,0.0
2025-07-25,512.469970703125,518.2899780273438,510.3599853515625,513.7100219726562,513.7100219726562,19125700,0.0,0.0
2025-07-28,514.0800170898438,515.0,510.1199951171875,512.5,512.5,14308000,0.0,0.0
2025-07-29,515.530029296875,517.6199951171875,511.55999755859375,512.5700073242188,512.5700073242188,16469200,0.0,0.0
2025-07-30,515.1699829101562,515.9500122070312,509.44000244140625,513.239990234375,513.239990234375,26380400,0.0,0.0
2025-07-31,555.22998046875,555.4500122070312,531.9000244140625,533.5,533.5,51617300,0.0,0.0
2025-08-01,535.0,535.7999877929688,520.8599853515625,524.1099853515625,524.1099853515625,28977600,0.0,0.0
2025-08-04,528.27001953125,538.25,528.1300048828125,535.6400146484375,535.6400146484375,25349000,0.0,0.0
2025-08-05,537.1799926757812,537.2999877929688,527.239990234375,527.75,527.75,19171600,0.0,0.0
2025-08-06,530.9000244140625,531.7000122070312,524.030029296875,524.9400024414062,524.9400024414062,21355700,0.0,0.0
2025-08-07,526.7999877929688,528.0900268554688,517.5499877929688,520.8400268554688,520.8400268554688,16079100,0.0,0.0
2025-08-08,522.5999755859375,524.6599731445312,519.4099731445312,522.0399780273438,522.0399780273438,15531000,0.0,0.0
2025-08-11,522.2999877929688,527.5900268554688,519.719970703125,521.77001953125,521.77001953125,20194400,0.0,0.0
2025-08-12,523.75,530.97998046875,522.7000122070312,529.239990234375,529.239990234375,18667000,0.0,0.0
2025-08-13,532.1099853515625,532.7000122070312,519.3699951171875,520.5800170898438,520.5800170898438,19587300,0.0,0.0
